ID,Job_Title,Salary_Estimate,Rating,Company_Name,Size,Founded,Type_of_Ownership,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel
495,Data Engineer,$57K-$80K (Glassdoor est.),3.5,Saama Technologies Inc,501 to 1000,1997,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,57,80,68.5, AZ,23,1,0,1,0,0
496,Other Data related Job,$129K-$215K (Glassdoor est.),4.4,Two Sigma,1001 to 5000,2001,Company - Private,Finance,Unknown / Non-Applicable,0,0,129,215,172.0, NY,19,0,0,0,0,0
498,Other Data related Job,$63K-$127K (Glassdoor est.),3.9,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,127,95.0, MD,107,0,0,0,0,0
499,Other Data related Job,$50K-$89K (Glassdoor est.),3.2,MITRE,5001 to 10000,1958,Nonprofit Organization,Government,$1 to $2 billion (USD),0,0,50,89,69.5, MA,62,1,0,0,0,1
502,Data Scientist,$71K-$124K (Glassdoor est.),4.0,Strategic Financial Solutions,501 to 1000,2007,Company - Private,Other,Unknown / Non-Applicable,0,0,71,124,97.5, NY,13,1,0,0,0,1
505,Data Scientist,$69K-$121K (Glassdoor est.),3.4,"Remedy BPCI Partners, LLC.",201 to 500,2011,Company - Private,Health Care,Unknown / Non-Applicable,0,0,69,121,95.0, NY,9,1,0,1,1,0
507,Principal Data Scientist,$150K-$238K (Glassdoor est.),3.2,The Climate Corporation,501 to 1000,2006,Subsidiary or Business Segment,Information Technology,Unknown / Non-Applicable,0,0,150,238,194.0, CA,14,0,0,0,1,1
508,Data Scientist,$77K-$132K (Glassdoor est.),3.5,Crossix Solutions,201 to 500,2005,Company - Public,Business Services,Unknown / Non-Applicable,0,0,77,132,104.5, NY,15,1,0,1,1,1
510,Other Data related Job,$59K-$112K (Glassdoor est.),4.2,Clarity Insights,201 to 500,2008,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,59,112,85.5, NC,12,1,0,0,0,1
511,Other Data related Job,$35K-$65K (Glassdoor est.),4.2,The Church of Jesus Christ of Latter-day Saints,10000+,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,35,65,50.0, UT,-1,0,0,0,1,1
512,Data Engineer,$79K-$147K (Glassdoor est.),3.1,NCSOFT,1001 to 5000,1997,Company - Public,Media,$10+ billion (USD),0,0,79,147,113.0, CA,23,1,0,1,1,1
513,Other Data related Job,$62K-$119K (Glassdoor est.),3.9,GSK,10000+,1830,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,62,119,90.5, MA,190,0,0,0,1,0
514,Senior Data Scientist,$119K-$187K (Glassdoor est.),4.3,Factual,51 to 200,2008,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,119,187,153.0, CA,12,1,0,1,0,1
515,Other Data related Job,$90K-$157K (Glassdoor est.),3.3,TriNet,1001 to 5000,1988,Company - Public,Business Services,$2 to $5 billion (USD),0,0,90,157,123.5, CA,32,0,0,0,0,1
516,Other Data related Job,$32K-$62K (Glassdoor est.),3.9,Signpost,201 to 500,2010,Company - Private,Information Technology,$10 to $25 million (USD),0,0,32,62,47.0, NY,10,0,0,1,0,0
518,Other Data related Job,$116K-$208K (Glassdoor est.),4.0,Adobe,10000+,1982,Company - Public,Information Technology,$5 to $10 billion (USD),0,0,116,208,162.0, CA,38,1,0,0,0,1
522,Senior Data Scientist,$102K-$165K (Glassdoor est.),3.5,Sartorius,5001 to 10000,1870,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,102,165,133.5, CO,150,1,0,0,0,1
525,Senior Data Engineer,$76K-$142K (Glassdoor est.),3.2,Equian LLC,1001 to 5000,2004,Company - Private,Health Care,Unknown / Non-Applicable,0,0,76,142,109.0, TN,16,0,0,0,1,1
529,Machine Learning Engineer,$91K-$159K (Glassdoor est.),3.2,Information Builders,1001 to 5000,1975,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,91,159,125.0, NY,45,1,0,0,1,1
530,Other Data related Job,$80K-$133K (Glassdoor est.),3.8,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,80,133,106.5, MA,24,1,0,0,0,0
536,Other Data related Job,$39K-$69K (Glassdoor est.),3.7,The Hanover Insurance Group,5001 to 10000,1852,Company - Public,Insurance,$5 to $10 billion (USD),0,0,39,69,54.0, MA,168,0,0,0,0,0
538,Clinical Data Analyst,$27K-$48K (Glassdoor est.),3.0,Greenway Health,1001 to 5000,1977,Subsidiary or Business Segment,Information Technology,$100 to $500 million (USD),0,0,27,48,37.5, FL,43,0,0,0,0,1
539,Other Data related Job,$36K-$71K (Glassdoor est.),3.8,Fareportal,1001 to 5000,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD),0,0,36,71,53.5, NY,18,1,0,0,0,1
549,Other Data related Job,$130K-$206K (Glassdoor est.),4.7,Confluent,501 to 1000,2014,Company - Private,Information Technology,$100 to $500 million (USD),0,0,130,206,168.0, CA,6,1,0,0,0,1
552,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.9,Life360,51 to 200,2008,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,99,178,138.5, CA,12,1,0,0,0,0
553,Other Data related Job,$86K-$137K (Glassdoor est.),3.6,IQVIA,10000+,2017,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,0,86,137,111.5, PA,3,0,0,0,0,0
554,Other Data related Job,$37K-$100K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,37,100,68.5, MA,169,0,0,0,0,1
555,Other Data related Job,$58K-$111K (Glassdoor est.),3.9,GSK,10000+,1830,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,58,111,84.5, MA,190,0,0,0,1,0
556,Senior Data Engineer,$72K-$133K (Glassdoor est.),4.4,Eventbrite,1001 to 5000,2006,Company - Public,Information Technology,$100 to $500 million (USD),0,0,72,133,102.5, TN,14,1,0,1,1,0
558,Other Data related Job,$61K-$126K (Glassdoor est.),3.6,Riverside Research Institute,501 to 1000,1967,Nonprofit Organization,Government,$50 to $100 million (USD),0,0,61,126,93.5, OH,53,1,0,0,0,0
559,Data Science Manager,$95K-$160K (Glassdoor est.),3.2,"Numeric, LLC",1 to 50,-1,Company - Private,Business Services,$5 to $10 million (USD),0,0,95,160,127.5, PA,-1,0,0,0,0,1
560,Other Data related Job,$53K-$91K (Glassdoor est.),4.2,The Church of Jesus Christ of Latter-day Saints,10000+,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,53,91,72.0, UT,-1,0,0,0,0,0
562,Other Data related Job,$33K-$61K (Glassdoor est.),3.1,Icon Health and Fitness,1001 to 5000,1977,Company - Private,Manufacturing,$500 million to $1 billion (USD),0,0,33,61,47.0, UT,43,1,0,0,0,1
563,Other Data related Job,$44K-$86K (Glassdoor est.),3.8,Shipt,501 to 1000,2014,Subsidiary or Business Segment,Other,Unknown / Non-Applicable,0,0,44,86,65.0, AL,6,1,0,1,1,1
567,Senior Data Analyst,$69K-$119K (Glassdoor est.),4.0,Novetta,501 to 1000,2012,Company - Private,Information Technology,$100 to $500 million (USD),0,0,69,119,94.0, VA,8,1,0,0,0,0
569,Senior Data Engineer,$67K-$127K (Glassdoor est.),4.0,Novetta,501 to 1000,2012,Company - Private,Information Technology,$100 to $500 million (USD),0,0,67,127,97.0, VA,8,1,0,1,1,0
571,Other Data related Job,$66K-$117K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,66,117,91.5, MA,169,0,0,1,1,1
573,Other Data related Job,$86K-$143K (Glassdoor est.),3.8,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86,143,114.5, MA,24,0,0,0,0,0
575,Other Data related Job,$50K-$98K (Glassdoor est.),3.2,"Numeric, LLC",1 to 50,-1,Company - Private,Business Services,$5 to $10 million (USD),0,0,50,98,74.0, PA,-1,1,0,0,1,0
578,Other Data related Job,$92K-$150K (Glassdoor est.),3.8,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,150,121.0, MA,24,0,0,0,0,0
579,Other Data related Job,$90K-$153K (Glassdoor est.),4.5,Demandbase,201 to 500,2006,Company - Private,Information Technology,$100 to $500 million (USD),0,0,90,153,121.5, CA,14,0,0,0,0,0
584,Data Engineer,$42K-$79K (Glassdoor est.),3.4,IntraEdge,501 to 1000,2002,Company - Private,Information Technology,$50 to $100 million (USD),0,0,42,79,60.5, AZ,18,1,0,1,1,0
587,Big Data Engineer,$84K-$153K (Glassdoor est.),3.3,Peraton,1001 to 5000,2017,Company - Private,Aerospace & Defense,$1 to $2 billion (USD),0,0,84,153,118.5, VA,3,1,0,1,0,0
592,Other Data related Job,$44K-$73K (Glassdoor est.),3.8,COUNTRY Financial,1001 to 5000,1925,Company - Private,Insurance,$2 to $5 billion (USD),0,0,44,73,58.5, IL,95,1,0,1,0,1
595,Other Data related Job,$40K-$87K (Glassdoor est.),3.9,Tapjoy,201 to 500,2007,Company - Private,Information Technology,$10 to $25 million (USD),0,0,40,87,63.5, CA,13,1,0,1,0,0
597,Other Data related Job,$72K-$142K (Glassdoor est.),4.1,Mentor Graphics,5001 to 10000,1981,Company - Public,Information Technology,$1 to $2 billion (USD),0,0,72,142,107.0, CA,39,1,0,0,0,1
598,Data Engineer,$74K-$137K (Glassdoor est.),3.7,Maxar Technologies,5001 to 10000,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),0,0,74,137,105.5, VA,-1,1,0,1,0,0
599,Data Engineer,$57K-$109K (Glassdoor est.),2.8,ICW Group,501 to 1000,1972,Company - Private,Insurance,$500 million to $1 billion (USD),0,0,57,109,83.0, CA,48,0,0,0,0,0
